63.430457  |  10.3960229
63.4303428  |  10.3992759
63.4303151  |  10.400056
63.4302655  |  10.401478
63.4297497  |  10.4011034
63.4295312  |  10.4009605
63.4291584  |  10.4006854
63.4287914  |  10.4004146
63.4284091  |  10.4001036
63.4279407  |  10.3997884
63.4278444  |  10.3985732
63.4277021  |  10.3965772
63.4276219  |  10.3952336
63.4276073  |  10.3950125
63.4275606  |  10.394116
63.4275469  |  10.3938342
63.4275091  |  10.3930141
63.4264994  |  10.3933737
63.4257535  |  10.3935348
63.4249145  |  10.3937931
63.4229378  |  10.3943594
63.4228522  |  10.3943768
63.4225957  |  10.394562
63.4221634  |  10.3947338
63.4216652  |  10.3948822
63.4212888  |  10.395071
63.4211299  |  10.3951413
63.4207483  |  10.395298
63.4205111  |  10.3954117
63.4201198  |  10.3956057
63.4198415  |  10.3957735
63.4192272  |  10.3960998
63.4190831  |  10.3961764
63.4180857  |  10.3967045
63.4167396  |  10.3973606
63.4153707  |  10.3980793
63.4149459  |  10.3982908
63.4125704  |  10.3992593
63.4124813  |  10.3992868
63.411947  |  10.3993195
63.4095481  |  10.3990587
63.4086475  |  10.3988011
63.4044945  |  10.396919
63.4015871  |  10.3956011
63.39815  |  10.3936726
63.396648  |  10.3921823
63.3952198  |  10.3902474
63.3947748  |  10.3895581
63.3918517  |  10.3848296
63.3897119  |  10.3816161
63.3845351  |  10.3767854
63.384243  |  10.3765833
63.3840599  |  10.3764287
63.3755131  |  10.376941
63.3752857  |  10.3771639
63.3744021  |  10.3779389
63.3738079  |  10.3784064
63.3706442  |  10.379732
63.3700971  |  10.3797139
63.3671735  |  10.3784765
63.3655487  |  10.3771612
63.3641599  |  10.3763886
63.3630864  |  10.3756349
63.3625756  |  10.3752913
63.3619371  |  10.3747553
63.3616658  |  10.3744715
63.3606741  |  10.3737096
63.3603657  |  10.3737608
63.3603346  |  10.3737925
63.3602018  |  10.373725
63.3601604  |  10.3735507
63.3594533  |  10.3727446
63.3582958  |  10.3717454
63.3485136  |  10.3703299
63.3466343  |  10.3709966
63.3466015  |  10.371335
63.3464322  |  10.3714561
63.3463242  |  10.3709336
63.3441635  |  10.3685805
63.3392048  |  10.3624772
63.3346073  |  10.357672
63.3329302  |  10.35593
63.3319535  |  10.3551963
63.3305745  |  10.3537586
63.3293766  |  10.3523961
63.3289042  |  10.35168
63.3266266  |  10.3465111
63.3262269  |  10.344269
63.3261318  |  10.335305
63.3222856  |  10.3135907
63.3179172  |  10.2977515
63.31753  |  10.297196
63.3170934  |  10.2966448
63.3028733  |  10.2879347
63.3024328  |  10.2877717
63.3013582  |  10.2873686
63.2990997  |  10.2857377
63.2981711  |  10.284618
63.2960745  |  10.280976
63.2865037  |  10.2718452
63.2862419  |  10.2718485
63.2830161  |  10.2735234
63.280051  |  10.2777275
63.279342  |  10.2792201
